name,areas,is_boss,data_type,enemy_type,initial_status,hp,pp,offense,defense,speed,guts,exp_reward,money_reward,drop_item,drop_chance,battle_tip,resistance_name,resistance_type,resistance_value,ability_name,ability_target,ability_aoe,ability_effect
Red Antoid,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Red Antoid,,FALSE,ability,,,,,,,,,,,,,,,,,Defense down α,enemy,single,
Robo-pump,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Robo-pump,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Robo-pump,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Robo-pump,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Robo-pump,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Robo-pump,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Robo-pump,,FALSE,ability,,,,,,,,,,,,,,,,,"Whisper, 3...",ally,none,
Robo-pump,,FALSE,ability,,,,,,,,,,,,,,,,,"Murmur, 2...",ally,none,
Robo-pump,,FALSE,ability,,,,,,,,,,,,,,,,,"Mutter, 1...",ally,none,
Robo-pump,,FALSE,ability,,,,,,,,,,,,,,,,,Throw Bomb,enemy,single,
Robo-pump,,FALSE,ability,,,,,,,,,,,,,,,,,Replenish a fuel supply,ally,single,
Robo-pump,,FALSE,ability,,,,,,,,,,,,,,,,,"Say ""tick-tock""",ally,none,
Rowdy Mouse,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Rowdy Mouse,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Rowdy Mouse,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Rowdy Mouse,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Rowdy Mouse,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Rowdy Mouse,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Rowdy Mouse,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Runaway Dog,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Runaway Dog,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Runaway Dog,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Runaway Dog,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Runaway Dog,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Runaway Dog,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Runaway Dog,,FALSE,ability,,,,,,,,,,,,,,,,,Make a piercing howl,ally,none,
Runaway Dog,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Scalding Coffee Cup,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Scalding Coffee Cup,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Scalding Coffee Cup,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Scalding Coffee Cup,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Scalding Coffee Cup,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Scalding Coffee Cup,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Scalding Coffee Cup,,FALSE,ability,,,,,,,,,,,,,,,,,Spill some scalding hot espresso,enemy,all,
Sentry Robot,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Sentry Robot,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Sentry Robot,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Sentry Robot,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Sentry Robot,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Sentry Robot,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Sentry Robot,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Sentry Robot,,FALSE,ability,,,,,,,,,,,,,,,,,"Say ""tick-tock""",ally,none,
Sentry Robot,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help,ally,none,
Sentry Robot,,FALSE,ability,,,,,,,,,,,,,,,,,Fire Bottle rocket,enemy,single,
Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,50,,,,
Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Shattered Man,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Shattered Man,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Shattered Man,,FALSE,ability,,,,,,,,,,,,,,,,,Growl and lunge forward,enemy,single,
Shattered Man,,FALSE,ability,,,,,,,,,,,,,,,,,Give target a great big hug,enemy,single,
Shattered Man,,FALSE,ability,,,,,,,,,,,,,,,,,Reach out with one's icy hand,enemy,single,
Skate Punk,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Skate Punk,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Skate Punk,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Skate Punk,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Skate Punk,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Skate Punk,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Skate Punk,,FALSE,ability,,,,,,,,,,,,,,,,,Shred fiercely on a skateboard,enemy,single,
Skate Punk,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Skate Punk,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help (Yes Man Junior),ally,none,
Skate Punk,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help (Pogo Punk),ally,none,
Skelpion,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Skelpion,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Skelpion,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Skelpion,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Skelpion,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Skelpion,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Skelpion,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Skelpion,,FALSE,ability,,,,,,,,,,,,,,,,,Sting with one's poison stinger,enemy,single,
Skelpion,,FALSE,ability,,,,,,,,,,,,,,,,,Edge closer,ally,none,
Skelpion,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Thunder α,enemy,all,
Slimy Little Pile,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Slimy Little Pile,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Slimy Little Pile,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Slimy Little Pile,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Slimy Little Pile,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Slimy Little Pile,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Slimy Little Pile,,FALSE,ability,,,,,,,,,,,,,,,,,Exhale a blast of stinky breath,enemy,all,
Slimy Little Pile,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help,ally,none,
Slimy Little Pile,,FALSE,ability,,,,,,,,,,,,,,,,,Spit out a sticky mucus,enemy,single,
Slimy Little Pile,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Smelly Ghost,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Smelly Ghost,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Smelly Ghost,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Smelly Ghost,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Smelly Ghost,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Smelly Ghost,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Smelly Ghost,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Smelly Ghost,,FALSE,ability,,,,,,,,,,,,,,,,,Have a big grin on one's face,ally,none,
Smelly Ghost,,FALSE,ability,,,,,,,,,,,,,,,,,Lifeup α,ally,single,
Smelly Ghost,,FALSE,ability,,,,,,,,,,,,,,,,,Vent a terrible odor,enemy,single,
Smilin' Sam,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Smilin' Sam,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Smilin' Sam,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Smilin' Sam,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Smilin' Sam,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Smilin' Sam,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Smilin' Sam,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Smilin' Sam,,FALSE,ability,,,,,,,,,,,,,,,,,Be reeling,ally,none,
Smilin' Sam,,FALSE,ability,,,,,,,,,,,,,,,,,Defense down α,enemy,single,
Smilin' Sam,,FALSE,ability,,,,,,,,,,,,,,,,,Lifeup α,ally,single,
Smilin' Sphere,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Smilin' Sphere,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Smilin' Sphere,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,25,,,,
Smilin' Sphere,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Smilin' Sphere,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Smilin' Sphere,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Smilin' Sphere,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Smilin' Sphere,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire β,enemy,row,
Smilin' Sphere,,FALSE,ability,,,,,,,,,,,,,,,,,Start laughing maniacally,enemy,single,
Soul Consuming Flame,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Soul Consuming Flame,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Soul Consuming Flame,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Soul Consuming Flame,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Soul Consuming Flame,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Soul Consuming Flame,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Soul Consuming Flame,,FALSE,ability,,,,,,,,,,,,,,,,,Edge closer,ally,none,
Soul Consuming Flame,,FALSE,ability,,,,,,,,,,,,,,,,,Breathe fire,enemy,all,
Soul Consuming Flame,,FALSE,ability,,,,,,,,,,,,,,,,,Spew out a flaming fireball,enemy,single,
Soul Consuming Flame,,FALSE,ability,,,,,,,,,,,,,,,,,Shoot out a spray of fire,enemy,all,
Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,25,,,,
Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Spinning Robo,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Spinning Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Spinning Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Shoot a night-time stuffiness beam,enemy,single,
Spinning Robo,,FALSE,ability,,,,,,,,,,,,,,,,,Shield α,ally,single,
Spiteful Crow,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Spiteful Crow,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Spiteful Crow,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Spiteful Crow,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Spiteful Crow,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Spiteful Crow,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Spiteful Crow,,FALSE,ability,,,,,,,,,,,,,,,,,Peck at target's eyes,enemy,single,
Spiteful Crow,,FALSE,ability,,,,,,,,,,,,,,,,,Have a big grin on one's face,ally,none,
Spiteful Crow,,FALSE,ability,,,,,,,,,,,,,,,,,Steal an item,enemy,single,
Squatter Demon,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Squatter Demon,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Squatter Demon,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,25,,,,
Squatter Demon,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,0,,,,
Squatter Demon,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Squatter Demon,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Squatter Demon,,FALSE,ability,,,,,,,,,,,,,,,,,Bite using poisonous fangs,enemy,single,
Squatter Demon,,FALSE,ability,,,,,,,,,,,,,,,,,Bite target hard,enemy,single,
Squatter Demon,,FALSE,ability,,,,,,,,,,,,,,,,,Use Shield killer,enemy,single,
Squatter Demon,,FALSE,ability,,,,,,,,,,,,,,,,,Hypnosis α,enemy,single,
Starman,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Starman,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Starman,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Starman,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Starman,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Starman,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Starman,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Starman,,FALSE,ability,,,,,,,,,,,,,,,,,Be on guard,ally,single,
Starman,,FALSE,ability,,,,,,,,,,,,,,,,,Magnet α,enemy,single,
Starman,,FALSE,ability,,,,,,,,,,,,,,,,,Shield α,ally,single,
Starman,,FALSE,ability,,,,,,,,,,,,,,,,,Use Sudden guts pill,ally,single,
Starman Super,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Starman Super,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,10,,,,
Starman Super,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Starman Super,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,10,,,,
Starman Super,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Starman Super,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Starman Super,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Starman Super,,FALSE,ability,,,,,,,,,,,,,,,,,Call for help (Starman),ally,none,
Starman Super,,FALSE,ability,,,,,,,,,,,,,,,,,Be on guard,ally,single,
Starman Super,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Shield β,ally,single,
Starman Super,,FALSE,ability,,,,,,,,,,,,,,,,,Healing Ω,ally,single,
Stinky Ghost,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Stinky Ghost,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Stinky Ghost,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Stinky Ghost,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Stinky Ghost,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Stinky Ghost,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Stinky Ghost,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Stinky Ghost,,FALSE,ability,,,,,,,,,,,,,,,,,Have a big grin on one's face,ally,none,
Stinky Ghost,,FALSE,ability,,,,,,,,,,,,,,,,,Possess in a frightening manner,enemy,single,
Stinky Ghost,,FALSE,ability,,,,,,,,,,,,,,,,,Vent a terrible odor,enemy,single,
Strong Crocodile,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Strong Crocodile,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Strong Crocodile,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Strong Crocodile,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Strong Crocodile,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Strong Crocodile,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Strong Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Strong Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Edge closer,ally,none,
Strong Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Strong Crocodile,,FALSE,ability,,,,,,,,,,,,,,,,,Swing one's tail very hard,enemy,single,
Struttin' Evil Mushroom (Green),,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Struttin' Evil Mushroom (Green),,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Struttin' Evil Mushroom (Green),,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Struttin' Evil Mushroom (Green),,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Struttin' Evil Mushroom (Green),,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Struttin' Evil Mushroom (Green),,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Struttin' Evil Mushroom (Green),,FALSE,ability,,,,,,,,,,,,,,,,,Scatter some spores,enemy,single,
Struttin' Evil Mushroom (Green),,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Struttin' Evil Mushroom (Red),,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Struttin' Evil Mushroom (Red),,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Struttin' Evil Mushroom (Red),,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Struttin' Evil Mushroom (Red),,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Struttin' Evil Mushroom (Red),,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Struttin' Evil Mushroom (Red),,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Struttin' Evil Mushroom (Red),,FALSE,ability,,,,,,,,,,,,,,,,,Be absentminded,ally,none,
Struttin' Evil Mushroom (Red),,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Tangoo,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Tangoo,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Tangoo,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Tangoo,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Tangoo,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Tangoo,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Tangoo,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Tangoo,,FALSE,ability,,,,,,,,,,,,,,,,,Breathe in through one's flute,enemy,single,
Tangoo,,FALSE,ability,,,,,,,,,,,,,,,,,Play flute with one's poisonous breath,enemy,single,
Territorial Oak,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Territorial Oak,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Territorial Oak,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Territorial Oak,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Territorial Oak,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Territorial Oak,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Territorial Oak,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Territorial Oak,,FALSE,ability,,,,,,,,,,,,,,,,,Brainshock α,enemy,single,
Territorial Oak,,FALSE,ability,,,,,,,,,,,,,,,,,Use a vacuum attack,enemy,single,
Thirsty Coil Snake,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Thirsty Coil Snake,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Thirsty Coil Snake,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Thirsty Coil Snake,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Thirsty Coil Snake,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Thirsty Coil Snake,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Thirsty Coil Snake,,FALSE,ability,,,,,,,,,,,,,,,,,Bite using poisonous fangs,enemy,single,
Thirsty Coil Snake,,FALSE,ability,,,,,,,,,,,,,,,,,Use a biting attack,enemy,single,
Thirsty Coil Snake,,FALSE,ability,,,,,,,,,,,,,,,,,Coil around target and attack,enemy,none,
Thunder Mite,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Thunder Mite,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Thunder Mite,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Thunder Mite,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Thunder Mite,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Thunder Mite,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Thunder Mite,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Thunder α,enemy,all,
Thunder Mite,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Thunder β,enemy,all,
Tough Guy,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,75,,,,
Tough Guy,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Tough Guy,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,75,,,,
Tough Guy,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Tough Guy,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,10,,,,
Tough Guy,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,50,,,,
Tough Guy,,FALSE,ability,,,,,,,,,,,,,,,,,Come out swinging,enemy,single,
Tough Guy,,FALSE,ability,,,,,,,,,,,,,,,,,Lose one's temper,ally,none,
Tough Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Tough Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,50,,,,
Tough Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Tough Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,99,,,,
Tough Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,99,,,,
Tough Mobile Sprout,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,0,,,,
Tough Mobile Sprout,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Tough Mobile Sprout,,FALSE,ability,,,,,,,,,,,,,,,,,Sow seeds around,ally,none,
Tough Mobile Sprout,,FALSE,ability,,,,,,,,,,,,,,,,,Magnet α,enemy,single,
Tough Mobile Sprout,,FALSE,ability,,,,,,,,,,,,,,,,,Lifeup α,ally,single,
Trick or Trick Kid,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Trick or Trick Kid,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,99,,,,
Trick or Trick Kid,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,100,,,,
Trick or Trick Kid,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Trick or Trick Kid,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Trick or Trick Kid,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Trick or Trick Kid,,FALSE,ability,,,,,,,,,,,,,,,,,Spit one's pumpkin seeds,enemy,single,
Trick or Trick Kid,,FALSE,ability,,,,,,,,,,,,,,,,,Have a big grin on one's face,ally,none,
Ultimate Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Ultimate Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Ultimate Octobot,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,50,,,,
Ultimate Octobot,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Ultimate Octobot,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,50,,,,
Ultimate Octobot,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,10,,,,
Ultimate Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Fire a beam,enemy,single,
Ultimate Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Generate a mysterious electric field,enemy,single,
Ultimate Octobot,,FALSE,ability,,,,,,,,,,,,,,,,,Steal an item,enemy,single,
Uncontrollable Sphere,,FALSE,resistance,,,,,,,,,,,,,,PSI Fire,damage,100,,,,
Uncontrollable Sphere,,FALSE,resistance,,,,,,,,,,,,,,PSI Flash,success,0,,,,
Uncontrollable Sphere,,FALSE,resistance,,,,,,,,,,,,,,PSI Freeze,damage,25,,,,
Uncontrollable Sphere,,FALSE,resistance,,,,,,,,,,,,,,Paralysis,success,50,,,,
Uncontrollable Sphere,,FALSE,resistance,,,,,,,,,,,,,,Brainshock,success,0,,,,
Uncontrollable Sphere,,FALSE,resistance,,,,,,,,,,,,,,Hypnosis,success,99,,,,
Uncontrollable Sphere,,FALSE,ability,,,,,,,,,,,,,,,,,Bash,enemy,single,
Uncontrollable Sphere,,FALSE,ability,,,,,,,,,,,,,,,,,PSI Fire α,enemy,row,
